"","V11","V207","V210","V223","V323","V375","V465","V533","V534","V535","V551","V555","V573","V661","V686","V754","V800","V1001","V1112","V1215","V1288","V1293","V1392","V1448","V1572","V1635","V1687","V1731","V1733","V1734","V1824","V1875","V2242","V2296","V2448","V2819","V2850","V2859","V2882","V2909","V2930","V2975","V3019","V3045","V3056","V3058","V3059","V3060","V3061","V3173","V3214","V3236","V3237","V3324","V3339","V3402","V3405","V3443","V3472","V3489","V3717","V3729","V3733","V3734","V3736","V3740","V3743","V4019","V4020","V4021","V4022","V4063","V4081","V4086","V4097","V4118","V4408","V4863","V4887","V4983","V4993","V4996","V5023","V5024","V5067","V5084","V5091","V5094","V5099","V5102","V5104","V5108","V5117","V5130","V5209","V5242","V5388","V5465","V5542","V5588","V5868","V5911","V6089","V6153","V6198","V6208","V6220","V6320","V6322","V6421","V6423","V6461","V6481","V6497","V6513","V6542","V6570","V6741","V6745","V6782","V6873","V7013","V7104","V7105","V7118","V7228","V7229","V7249","V7333","V7340","V7437","V7533","V7566","V7605","V7606","V7616","V7769","V7772","V7787","V7789","V7800","V7849","V7871","V7886","V7887","V7890","V8278","V8313","V8317","V8473","V8570","V8919","V8969","V9046","V9078","V9088","V9228","V9300","V9315","V9318","V9354","V9472","V9689","V9954","V9976","V10038","V10249","V10338","V10366","V10654","V10656","V10662","V10663","V10733","V10735","V10807","V10811","V10905","V11042","V11097","V11180","V11185","V11280","V11415","V11619","V11652","V12239","V12243","V12248","V12297","V12405","V12449","V12508","V12509","V12588","V12620","V12638","V12676","V12712","V12731","V12762","V12853","V12922","V13019","V13030","V13033","V13041","V13082","V13083","V13084","V13108","V13149","V13165","V13267","V13314","V13323","V13387","V13613","V13616","V13621","V13640","V13772","V13789","V13823","V13920","V14003","V14208","V14264","V14265","V14266","V14267","V14268","V14388","V14393","V14466","V14627","V14628","V14632","V14633","V14634","V14636","V14639","V14641","V14642","V14645","V14653","V14654","V14658","V14668","V14670","V14671","V14672","V14676","V14677","V14678","V14681","V14683","V14684","V14685","V14703","V14706","V14707","V14708","V14710","V14713","V14714","V14716","V14717","V14718","V14721","V14722","V14724","V14727","V14728","V14732","V14734","V14735","V14747","V14748","V14873","V14883","V14999","V15001","V15070","V15198","V15210","V15212","V15217","V15223","V15354","V15613","V15621","V15623","V15635","V15639","V15749","V15759","V16055","V16056","V16057","V16058","V16135","V16174","V16318","V16346"
"1639",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,3,0,0,6,1,3,0,1,0,2,3,1,16,0,2,1,0,0,0,6,0,1,2,0,0,0,0,1,1,0,0,0,2,18,1,0,0,4,1,0,0,1,0,1,0,2,0,2,0,0,0,0,1,8,0,1,0,0,0,0,36,9,51,0,0,135,0,0,2,0,1,0,10,0,1,0,0,0,7,1,0,1,4,0,4,1,1,0,3,4,7,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,4,0,0,3,2,0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,0,0,0,2,0,4,0,1,0,0,0,0,2,1,0,7,5,5,13,3,12,8,1,2,13,5,14,22,4,10,2,1,4,26,3,10,8,2,5,1,6,1,9,6,5,6,4,4,2,3,8,12,3,6,6,7,7,8,5,0,64,6,10,0,2,2,0,0,0,2,6,0,2,0,0,2,1,4,3,0,2,0,0,0,0
"1640",0,41,30,18,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,5,0,1,4,2,2,2,1,4,0,0,0,0,0,0,0,3,1,1,2,1,3,2,0,1,0,0,0,0,0,2,8,0,0,0,4,8,2,5,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,59,2,0,1,5,2,2,0,1,2,2,0,1,0,8,0,0,0,2,0,7,0,0,4,0,0,0,4,23,0,3,0,12,1,1,0,0,4,2,0,0,2,0,0,2,3,7,0,3,3,0,3,8,1,0,1,3,5,2,7,1,1,0,0,1,0,0,0,1,1,2,2,0,8,20,4,2,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,3,0,5,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,2,6,0,2,0,0,0,0,7,5,0,25,5,15,17,0,27,16,2,1,15,16,13,23,1,29,6,0,12,13,13,18,10,4,8,8,29,5,12,11,14,17,24,3,6,9,3,13,15,21,2,10,22,15,12,1,33,0,0,0,3,5,0,0,1,4,3,0,3,2,7,1,1,1,0,0,5,0,4,0,0
"1641",0,3,11,3,0,0,0,0,0,2,0,0,0,0,0,1,0,3,2,0,1,0,3,0,2,0,0,2,1,2,0,0,0,0,0,0,0,3,7,0,2,1,1,0,0,0,0,1,0,0,0,2,2,0,3,0,0,5,0,19,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,19,0,2,0,2,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,7,0,12,26,0,1,0,7,1,0,38,0,0,0,3,0,1,0,0,1,3,3,0,0,3,11,6,0,0,0,1,1,4,0,5,0,0,0,1,0,1,0,0,1,0,4,1,0,0,0,1,1,0,0,0,0,3,0,0,0,4,0,0,0,2,8,0,8,0,0,2,1,0,0,0,2,3,0,0,0,0,2,1,0,0,4,0,6,2,0,0,0,1,0,0,0,1,0,3,5,1,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,1,1,1,1,1,2,1,0,0,0,2,1,0,7,1,7,2,1,1,6,0,1,8,3,6,2,2,14,3,1,1,16,1,7,7,3,2,2,7,0,3,5,3,5,14,1,3,5,1,9,6,5,0,3,4,3,4,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,1,17,1,2,0
"1642",0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,3,79,25,0,1,0,1,0,0,23,1,1,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,9,0,0,0,0,5,0,0,244,0,0,0,21,0,6,0,0,0,4,0,0,1,1,0,12,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,0,0,1,0,0,0,0,3,0,0,3,0,0,23,16,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,4,0,2,1,3,0,0,0,0,0,0,0,2,2,5,2,0,3,2,0,0,2,0,0,3,0,6,1,1,1,8,2,8,2,1,1,0,5,2,2,2,3,0,2,3,0,0,1,3,3,4,0,1,2,6,0,0,0,4,12,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0
"1643",0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,1,0,0,5,0,1,0,0,0,0,0,1,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,15,1,1,1,1,0,1,1,36,0,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,11,1,0,0,0,0,1,0,5,1,3,0,0,0,0,1,2,0,0,0,0,0,0,19,16,0,0,0,4,2,0,245,0,1,0,20,0,3,0,0,0,4,1,0,1,0,0,4,0,1,0,1,0,1,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,3,1,1,0,0,15,3,2,0,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,2,3,0,1,0,0,0,0,3,0,0,23,5,14,8,1,22,8,3,6,8,3,6,15,3,20,4,1,3,24,7,6,18,4,9,5,13,4,9,5,10,2,17,8,2,1,6,17,8,14,0,3,3,15,6,1,4,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,8,2,2,0,0,1,0
"1644",0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,21,0,0,2,0,2,0,0,0,5,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,2,12,2,6,4,0,0,9,0,9,5,4,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,4,42,2,0,0,4,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,6,0,0,0,2,0,0,41,82,2,0,0,50,0,0,42,0,0,0,4,0,18,0,0,1,9,7,0,7,0,0,13,0,2,1,1,2,8,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,2,3,0,0,0,5,1,0,4,7,0,6,5,8,0,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,2,8,2,0,0,0,2,1,0,0,5,1,0,2,0,0,0,0,0,0,6,0,0,20,3,8,12,2,17,7,2,5,3,8,13,9,1,21,8,5,1,30,6,17,8,2,5,7,27,3,5,10,7,9,19,9,1,4,5,19,8,11,2,2,4,14,9,2,3,2,10,0,1,0,14,0,0,1,0,0,0,4,1,0,1,1,2,0,0,46,0,0,0
"1645",0,7,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,1,0,0,0,0,5,7,2,0,1,0,1,0,0,19,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,1,0,2,0,0,1,0,2,0,3,0,0,0,0,0,4,0,0,0,0,7,0,10,70,1,0,0,11,0,0,330,0,2,0,11,0,4,0,0,1,6,1,0,1,0,0,0,1,3,0,1,5,4,3,0,0,0,0,2,0,0,0,0,0,0,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,2,0,0,1,0,1,0,4,0,15,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,4,3,8,11,3,8,2,0,1,2,2,10,12,1,14,3,1,3,14,1,6,6,1,9,2,12,4,9,4,4,8,5,2,3,1,2,7,9,10,1,4,5,8,3,0,2,3,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,1,1,0,0,0
"1646",0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,0,2,2,4,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,1,9,4,2,5,0,0,2,1,2,1,1,2,0,0,0,19,1,1,0,0,0,0,0,1,0,0,0,0,0,34,2,0,0,8,0,2,0,1,1,1,1,2,0,7,1,0,0,0,0,6,0,2,0,2,0,0,8,60,5,1,0,11,0,0,0,0,1,6,37,0,1,0,0,1,3,2,0,1,1,0,0,1,1,1,2,2,6,3,1,1,125,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,0,0,0,3,0,0,4,3,0,11,3,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,16,0,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,2,0,0,17,4,23,21,1,6,7,3,4,7,2,8,20,1,13,5,0,4,15,9,21,10,0,10,7,20,3,8,8,4,3,14,6,1,5,6,14,13,7,2,4,8,15,3,0,1,1,6,1,0,5,0,1,2,0,0,1,1,0,1,1,0,0,0,1,2,0,0,0,20
"1647",0,9,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,4,14,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,14,11,7,1,0,1,6,1,14,0,2,1,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,2,13,0,1,0,4,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,3,0,0,2,1,12,1,7,23,2,1,0,15,3,0,444,1,0,1,17,0,12,0,0,0,5,4,0,0,0,0,7,0,0,0,4,0,6,0,13,0,0,1,0,1,0,0,0,0,0,14,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4,0,1,1,4,1,1,0,0,1,0,0,3,0,0,4,2,0,17,7,4,0,4,0,0,0,1,0,1,1,1,2,0,0,0,0,0,1,4,5,0,6,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,10,5,10,17,1,8,2,2,4,9,4,12,8,3,19,6,2,4,25,0,11,4,0,3,1,11,2,6,0,12,8,10,3,2,1,2,11,7,13,1,5,9,9,6,0,0,11,16,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
"1648",0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,6,7,2,2,5,0,1,4,0,0,2,5,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,14,3,2,0,1,2,0,1,1,0,8,0,0,0,0,3,3,0,1,1,0,0,0,23,58,16,0,0,34,2,0,1,0,1,0,19,0,2,0,0,0,9,2,0,0,2,0,3,1,3,0,2,1,8,1,0,0,94,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,1,0,0,0,2,0,3,0,0,5,0,3,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,23,6,29,11,2,21,8,2,3,10,5,10,35,5,24,5,3,4,13,7,19,14,5,7,9,20,10,7,6,11,4,13,9,1,3,4,13,8,11,9,3,10,15,14,0,0,4,10,0,0,1,0,0,0,1,2,0,1,1,5,0,0,1,2,0,4,2,0,0,0
"1649",0,39,46,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,6,0,2,0,2,1,3,1,0,0,1,0,0,3,4,2,0,2,7,0,1,0,0,0,0,0,0,2,6,0,0,2,0,15,1,2,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,3,20,1,1,0,3,2,0,0,2,0,0,1,2,2,4,0,4,0,4,0,3,0,0,1,0,0,0,13,7,1,0,0,8,0,0,0,1,1,0,3,0,1,0,0,1,5,4,0,2,4,0,8,8,1,3,1,2,4,3,5,2,0,0,1,5,0,6,0,0,1,3,1,0,11,15,7,2,8,0,0,0,2,0,3,0,2,0,0,0,2,0,0,1,0,0,4,2,1,0,0,0,4,0,2,3,0,4,1,0,0,4,0,0,0,0,2,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,0,0,0,2,10,2,1,0,0,0,0,1,3,0,8,1,4,7,0,9,2,2,2,4,6,7,4,2,11,0,1,2,27,0,3,5,0,6,4,10,3,6,1,4,14,8,1,1,3,3,7,9,8,0,2,5,5,5,17,14,0,0,3,4,1,12,0,0,5,0,0,5,0,0,2,0,0,0,0,1,3,4,0,0
"1650",0,23,64,11,0,4,0,0,0,0,0,0,0,0,3,0,0,1,4,1,4,0,21,1,0,1,6,4,2,0,0,9,4,0,1,2,7,7,2,4,4,4,4,2,0,1,0,7,1,10,3,0,0,0,0,13,10,11,2,0,0,3,0,0,0,1,0,3,2,1,0,1,0,0,0,1,0,1,1,2,44,7,0,1,9,3,2,0,1,1,0,0,4,10,5,1,0,0,3,0,3,0,0,0,0,1,0,24,20,0,1,0,8,1,0,1,0,1,0,2,0,0,0,0,8,6,6,0,2,0,0,4,12,2,1,2,0,8,0,10,2,1,3,5,30,0,6,0,1,5,2,1,0,5,16,4,5,10,2,0,0,4,0,3,0,3,0,0,0,0,0,0,2,0,1,7,4,3,0,0,0,9,0,2,0,0,2,4,1,0,6,0,0,0,0,1,0,5,0,3,3,1,1,4,0,2,0,0,0,0,4,0,1,5,1,0,0,1,2,0,4,0,0,0,5,2,3,6,0,0,0,0,6,9,0,28,7,21,23,4,22,18,6,8,15,10,30,12,3,29,11,4,8,31,4,22,16,2,10,6,37,9,15,7,15,24,18,14,4,7,5,30,15,32,1,4,6,21,12,7,15,0,0,3,1,2,6,0,0,4,4,0,0,3,3,5,1,1,2,0,1,26,19,0,1
"1651",0,12,23,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,0,2,1,14,0,0,4,2,1,2,0,0,0,0,0,6,0,1,3,1,3,0,0,0,1,0,0,0,2,1,0,3,0,0,0,0,2,2,1,2,0,0,3,2,1,0,1,0,10,10,0,0,2,0,0,1,0,0,0,0,1,20,1,0,0,8,3,3,1,0,0,0,1,0,1,5,0,1,0,0,0,6,0,0,0,0,0,0,15,23,0,0,0,1,0,0,0,12,0,0,2,1,0,0,0,1,3,5,0,4,0,1,2,3,4,0,1,0,1,1,4,0,0,0,4,8,1,2,0,0,1,0,0,1,0,5,1,1,6,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,3,0,3,0,0,3,1,0,0,5,0,0,0,0,2,0,4,0,1,0,0,3,0,0,1,0,0,0,0,3,0,0,2,0,0,0,2,8,0,1,0,0,0,2,1,3,36,4,0,0,0,0,2,0,8,7,12,11,1,4,11,3,2,3,10,6,3,0,16,4,1,3,13,2,9,5,1,10,2,7,2,7,4,5,3,6,3,1,4,4,11,7,9,1,4,4,9,11,0,2,0,0,0,1,0,2,0,0,6,2,0,0,1,0,1,3,1,2,0,0,10,1,1,1
"1652",0,7,2,1,0,0,1,0,1,0,0,2,0,0,1,0,0,4,0,4,0,2,27,1,0,2,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,3,25,9,2,3,0,4,3,0,16,1,6,0,1,0,1,16,1,2,0,0,0,0,35,1,0,0,0,0,2,23,0,0,0,4,0,0,0,0,3,1,1,0,2,3,0,1,1,1,0,0,0,0,1,1,7,0,21,45,4,1,0,13,2,1,41,1,0,1,21,0,10,0,0,1,6,7,0,2,0,0,18,0,1,0,1,1,5,6,10,2,17,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,6,4,0,0,3,1,2,10,4,0,9,1,20,0,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,2,3,1,5,0,1,2,0,0,0,1,3,5,2,1,4,0,0,0,0,3,1,0,15,6,12,19,4,12,15,5,5,3,5,9,12,1,14,2,1,2,24,6,17,12,3,7,3,14,4,6,5,9,10,3,9,1,8,3,15,12,13,2,6,4,11,16,0,3,20,10,0,1,3,7,0,0,1,2,0,0,2,6,0,1,2,2,1,3,4,0,0,0
"1653",0,17,35,8,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,13,0,1,0,0,0,4,0,0,1,0,0,0,0,0,21,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,7,9,5,2,3,1,5,0,0,0,0,0,0,1,0,0,0,0,6,0,3,0,4,0,0,36,2,3,0,8,0,1,0,0,2,1,1,0,7,2,0,0,26,0,2,3,0,0,5,0,0,1,16,6,0,3,1,4,1,0,0,0,1,0,5,0,0,0,0,1,7,9,0,1,0,0,7,9,0,1,2,1,2,0,3,0,2,0,1,23,1,3,1,0,0,2,0,0,4,3,4,2,10,3,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,4,0,1,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,1,2,0,0,0,0,1,0,1,4,1,0,0,1,0,1,1,0,1,0,1,5,9,2,0,0,0,0,2,1,0,17,3,8,14,2,8,7,2,0,9,7,6,3,3,19,8,2,1,6,1,7,9,1,7,1,12,5,8,6,4,5,5,2,4,2,5,4,5,7,1,1,6,11,10,16,67,1,0,1,1,0,0,1,2,5,0,0,2,2,1,0,0,2,0,0,1,0,16,13,0
"1654",0,9,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,4,1,0,1,7,0,37,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,3,1,0,0,0,2,1,1,0,2,0,1,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,13,1,0,0,3,0,1,1,0,0,0,2,3,0,4,0,1,0,1,3,4,0,0,0,1,0,0,4,3,0,2,1,6,1,0,1,0,0,0,0,0,1,0,0,5,1,3,0,0,1,2,19,0,0,0,3,1,4,1,0,0,0,0,3,45,7,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,11,0,0,5,0,1,1,0,0,0,3,4,2,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,8,5,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,3,0,0,2,0,2,0,0,0,0,2,0,0,4,3,6,6,0,4,4,2,1,1,0,2,10,0,2,1,1,2,10,2,6,4,1,3,2,5,0,3,1,3,5,3,1,0,1,2,1,7,4,1,0,3,5,6,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,2,1,2,1,0,0,1,0,0
"1655",0,5,8,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,4,2,3,17,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,2,1,0,6,9,1,9,0,1,2,1,0,28,3,2,0,0,0,0,4,1,0,0,0,0,0,31,0,1,0,1,3,5,24,1,1,0,4,0,0,0,1,0,0,0,3,7,9,0,0,0,0,0,8,1,0,3,0,3,0,7,12,1,0,0,7,0,0,120,0,0,0,11,0,8,0,0,0,5,3,0,1,3,0,5,0,4,0,3,3,7,2,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,1,6,0,0,1,0,0,1,0,1,17,3,2,0,0,4,1,0,2,4,0,13,2,0,0,4,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,6,4,3,0,0,1,0,0,0,2,2,7,3,0,1,0,0,0,0,3,0,0,22,8,13,16,0,11,7,2,2,6,3,16,7,0,16,2,0,2,16,6,17,10,3,8,9,17,6,7,3,9,8,12,4,8,1,2,9,10,7,5,9,5,10,13,0,5,3,8,0,1,1,10,0,1,0,2,0,2,3,3,0,1,0,1,0,1,39,0,0,0
"1656",0,5,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,2,2,0,0,2,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,6,0,3,0,0,0,2,0,0,0,5,0,0,0,0,1,2,0,1,0,0,0,0,79,24,21,0,0,12,0,0,0,0,0,0,12,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,1,0,0,2,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,1,1,3,2,0,0,0,0,1,0,0,9,1,4,12,0,7,5,1,2,6,0,7,14,4,10,2,0,7,15,3,7,12,2,2,2,7,5,2,6,3,4,6,3,1,4,2,8,6,4,0,2,2,11,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,27,0,0,0
"1657",0,12,11,0,0,3,0,3,3,0,0,1,0,0,1,0,0,0,2,5,2,2,3,0,0,0,1,7,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,2,0,1,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,27,1,0,0,5,5,0,0,1,0,0,0,2,0,1,0,1,0,0,2,5,0,0,0,0,0,0,19,16,0,0,0,17,0,0,0,0,1,0,1,0,0,0,0,3,12,0,0,2,4,6,3,0,2,1,1,0,3,0,1,0,0,4,0,17,2,0,0,1,0,2,0,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,2,2,0,0,1,5,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,2,0,0,0,2,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,16,2,13,16,1,9,10,0,3,9,8,4,6,0,13,3,6,4,4,5,9,14,0,8,4,14,2,10,8,15,9,20,3,2,3,1,9,13,9,2,5,4,5,1,0,16,0,0,0,4,0,0,0,0,4,2,0,0,1,3,0,0,3,2,0,0,2,0,0,0
"1658",0,8,9,0,0,6,1,0,0,0,0,7,0,0,0,0,0,2,0,2,2,2,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,21,10,1,2,0,6,2,1,28,0,1,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,2,12,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,2,3,0,4,11,4,0,0,15,1,0,473,0,0,1,5,0,11,0,0,0,6,4,0,0,1,3,6,1,0,0,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,0,3,2,0,0,0,0,0,5,2,0,11,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,2,0,6,6,1,9,1,6,6,2,2,3,2,9,8,0,9,2,0,1,14,3,13,7,0,4,5,12,3,3,5,4,6,4,1,2,0,0,11,12,5,1,4,3,9,9,0,0,20,12,0,0,0,4,0,0,2,0,0,0,0,2,0,3,1,2,1,1,0,0,0,0
